,NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,SST1,SST1M
1396,20666,male,79,1.0,0,10.0,2,1,3,2,1,3,4,5,5,5,4,4,5,4,4,4,2,3,4,4,4,2,4,4,4,4,4,4,3,4,5,4,5,4,3,4,3,3,3,4,3,4,3,17,4.25
1397,20667,male,79,3.0,0,7.0,1,2,4,4,1,1,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,10,2.5
1398,20668,female,80,2.0,0,7.0,3,2,4,3,1,3,5,5,4,5,5,5,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,4,4,3,4,4,5,4,4,4,4,4,17,4.25
1399,20669,female,80,1.0,1,11.0,1,2,3,2,0,2,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,3,14,3.5
1400,20670,male,79,,0,10.0,3,1,4,2,0,2,3,3,3,4,4,3,3,5,5,5,5,2,2,2,2,2,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,11,2.75
1401,20671,male,79,1.0,0,10.0,2,2,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3.75
1402,20672,male,79,1.0,0,3.0,3,3,4,4,1,2,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,4,4,3,5,4,4,3,4,3,3,4,3,4,3,13,3.25
1403,20673,female,80,3.0,0,12.0,3,1,5,3,1,2,2,3,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,2.5
1404,20674,female,79,3.0,1,12.0,3,1,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,5.0
1405,20675,female,80,3.0,0,7.0,3,1,4,2,1,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,14,3.5
1406,20676,female,80,3.0,0,8.0,3,1,2,2,1,3,5,4,3,4,5,4,3,4,4,4,4,4,3,5,3,3,5,4,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,5,3,4,4,15,3.75
1407,20677,male,79,1.0,0,9.0,2,1,2,3,1,4,3,3,4,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,3.5
1408,20678,female,79,3.0,0,7.0,3,3,2,2,1,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,16,4.0
1409,20679,female,79,1.0,0,12.0,2,1,3,4,1,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,4,16,4.0
1410,20680,female,79,1.0,1,6.0,1,1,4,2,1,1,5,5,3,3,5,5,4,1,1,3,3,2,3,3,3,3,4,2,5,4,3,3,3,4,4,4,4,2,4,3,3,3,4,2,4,4,3,14,3.5
1411,20681,female,80,1.0,0,8.0,3,2,3,4,1,3,4,5,5,5,5,5,5,4,3,4,4,5,4,3,3,3,4,2,3,4,4,5,4,4,4,4,5,4,4,4,5,4,5,3,3,3,3,17,4.25
1412,20682,female,79,1.0,0,6.0,1,1,2,3,1,1,1,4,1,4,4,5,3,3,2,3,2,5,5,5,4,4,5,4,5,3,4,4,2,3,4,4,5,4,3,3,4,3,4,4,3,4,4,7,1.75
1413,20683,female,79,1.0,0,6.0,1,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1414,20684,male,79,1.0,0,11.0,1,2,4,2,0,1,5,5,4,5,5,4,3,5,5,4,4,3,2,5,5,2,4,3,4,4,4,4,4,4,5,5,5,4,3,3,4,4,5,5,4,5,5,15,3.75
1415,20685,male,77,3.0,0,13.0,3,2,3,4,1,3,5,5,3,4,4,4,4,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,16,4.0
1416,20686,male,80,3.0,0,9.0,2,2,5,4,1,3,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,5,4,4,4,4,5,16,4.0
1417,20687,male,80,3.0,0,8.0,1,2,4,3,1,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,4.25
1418,20688,female,80,3.0,0,10.0,2,3,5,2,1,5,5,5,5,3,3,3,3,3,3,4,5,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,5,4,5,3,4,4,3,3,3,3,3,20,5.0
1419,20689,female,80,1.0,0,3.0,1,2,4,4,0,3,4,4,3,5,5,5,5,4,4,4,3,4,3,3,3,4,1,3,3,4,4,4,4,5,5,4,5,4,4,4,3,3,5,4,4,4,4,14,3.5
1420,20690,male,79,1.0,0,12.0,2,1,1,2,0,2,3,4,2,4,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,11,2.75
1421,20691,male,80,2.0,0,3.0,2,1,5,4,1,2,4,3,2,4,4,4,4,4,4,3,5,2,3,3,4,3,4,4,4,4,4,4,3,4,4,2,4,4,4,3,4,3,4,2,3,3,4,11,2.75
1422,20692,male,80,1.0,0,2.0,3,2,3,2,1,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,4,3,3,4,4,4,3,14,3.5
