,NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,SST1,SST1M
904,20174,male,77,1.0,0,13.0,2,2,2,2,1,3,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,2,3,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,18,4.5
905,20175,female,78,1.0,0,13.0,1,2,1,3,1,3,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
906,20176,male,76,3.0,1,10.0,1,1,1,4,1,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,17,4.25
907,20177,male,77,3.0,1,13.0,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,20,5.0
908,20178,female,77,3.0,0,6.0,2,1,3,2,1,2,3,2,3,4,4,4,4,4,4,4,5,3,2,4,4,3,3,4,3,3,2,3,3,4,4,4,4,4,4,5,4,4,4,3,3,3,3,10,2.5
909,20179,male,76,1.0,0,6.0,2,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
910,20180,male,78,1.0,0,9.0,3,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,16,4.0
911,20181,male,77,1.0,0,9.0,2,1,3,2,1,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
912,20182,male,77,1.0,0,9.0,1,1,3,2,1,3,3,4,3,5,4,4,5,5,5,5,4,4,4,5,4,2,3,2,4,3,3,4,5,4,5,5,5,4,4,4,4,4,4,5,3,3,4,13,3.25
913,20183,male,78,1.0,1,13.0,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5.0
914,20184,male,78,1.0,1,10.0,1,1,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,4,4,20,5.0
915,20185,male,77,1.0,1,6.0,1,2,3,2,1,2,3,3,3,4,4,4,4,4,4,4,4,2,2,3,2,3,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,2.75
916,20186,male,77,1.0,1,10.0,1,1,1,2,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
917,20187,male,78,1.0,0,7.0,2,2,3,2,1,5,5,5,4,5,5,5,5,4,4,4,4,3,3,3,3,4,4,5,5,4,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,5,19,4.75
918,20188,male,77,1.0,1,12.0,1,2,2,3,0,1,4,4,3,4,4,4,4,4,4,4,4,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3,12,3.0
919,20189,female,77,1.0,0,11.0,2,2,1,2,1,1,4,4,3,4,4,4,4,4,4,4,4,3,2,4,2,2,4,2,2,2,2,2,3,2,4,3,4,4,4,4,3,3,3,3,3,3,3,12,3.0
920,20190,male,78,1.0,0,10.0,2,1,3,2,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,15,3.75
921,20191,male,77,2.0,0,10.0,1,2,3,2,1,1,3,4,4,4,5,5,4,5,4,3,5,4,4,5,2,4,4,4,4,4,3,3,4,4,5,3,5,3,4,3,4,4,4,3,3,3,4,12,3.0
922,20192,female,78,1.0,1,10.0,1,1,2,4,1,2,2,2,2,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,8,2.0
923,20193,female,78,1.0,0,15.0,3,1,3,3,1,2,3,3,4,5,5,5,4,5,4,3,4,4,4,5,4,4,3,2,4,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4,12,3.0
924,20194,male,77,1.0,0,12.0,3,1,2,2,1,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,16,4.0
925,20195,male,77,2.0,0,9.0,2,2,2,2,1,4,5,4,4,5,4,5,3,4,4,4,4,4,3,5,5,4,4,4,4,3,4,3,3,3,5,5,5,4,4,4,4,4,4,3,4,4,4,17,4.25
926,20196,female,78,3.0,1,12.0,1,1,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,18,4.5
927,20197,female,78,1.0,0,10.0,2,2,2,2,0,2,3,3,3,2,2,2,1,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,11,2.75
928,20198,male,77,1.0,0,7.0,2,2,2,3,1,4,4,4,4,5,5,5,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,16,4.0
929,20199,male,78,1.0,0,9.0,1,1,3,2,0,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
930,20200,female,78,1.0,0,10.0,2,1,2,2,0,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
931,20201,female,77,1.0,1,12.0,1,1,1,2,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
932,20202,female,78,1.0,1,9.0,1,1,4,3,0,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,19,4.75
933,20203,female,78,1.0,0,11.0,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,16,4.0
934,20204,female,78,3.0,0,13.0,1,1,3,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,4,2,3,2,4,3,3,2,2,2,2,18,4.5
935,20205,male,78,1.0,0,10.0,3,2,2,2,0,3,3,3,4,2,2,2,2,3,4,3,3,3,2,2,3,2,2,3,3,2,2,2,3,3,3,4,4,4,4,2,3,3,2,2,2,2,2,13,3.25
936,20206,female,78,3.0,1,8.0,1,1,1,3,1,1,5,5,3,5,5,5,5,4,4,4,5,4,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,3.5
937,20207,female,77,1.0,0,12.0,2,1,2,2,1,2,2,3,1,5,3,4,2,5,5,5,5,4,4,4,4,2,2,4,5,3,3,3,4,4,4,4,5,5,5,3,5,4,4,5,5,5,4,8,2.0
938,20208,male,78,1.0,1,10.0,1,3,5,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
939,20209,male,77,1.0,1,12.0,1,1,4,4,1,4,5,4,5,4,4,4,4,5,5,5,4,2,2,4,5,4,4,2,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,18,4.5
940,20210,male,78,3.0,1,10.0,2,2,3,2,1,4,4,4,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,17,4.25
941,20211,female,76,1.0,1,16.0,1,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,2,5,4,4,2,4,4,4,2,4,4,4,16,4.0
942,20212,male,78,2.0,0,13.0,2,3,4,2,1,1,5,5,5,3,2,2,2,5,5,5,5,5,5,5,5,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,16,4.0
943,20213,male,77,1.0,0,10.0,3,1,3,2,0,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
944,20214,male,78,3.0,0,8.0,2,2,1,2,1,3,5,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,3,3,3,3,3,3,3,16,4.0
945,20215,male,78,1.0,1,7.0,2,1,2,2,0,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,3.0
946,20216,female,78,3.0,0,9.0,2,1,3,3,0,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,13,3.25
947,20217,female,77,1.0,1,9.0,1,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,20,5.0
948,20218,male,78,3.0,1,8.0,1,1,2,2,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,3.75
949,20219,male,76,2.0,0,9.0,2,1,3,2,1,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
950,20220,female,78,1.0,1,7.0,1,1,3,2,0,2,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,3,2,3,2,4,4,2,3,4,4,4,2,4,2,2,2,3,2,13,3.25
951,20221,female,78,1.0,0,10.0,2,1,4,3,1,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
952,20222,male,78,1.0,0,7.0,2,3,5,4,1,4,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,18,4.5
953,20223,male,78,1.0,1,9.0,3,1,2,2,1,2,5,2,5,5,5,5,5,5,5,5,5,2,5,3,1,1,5,1,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,14,3.5
954,20224,female,77,1.0,0,8.0,3,1,3,2,0,4,4,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,14,3.5
955,20225,female,77,1.0,0,8.0,1,1,1,2,0,2,4,4,5,4,4,4,3,4,4,4,5,4,4,3,4,3,4,3,3,4,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,15,3.75
956,20226,male,78,1.0,1,14.0,1,2,3,2,1,4,4,5,3,4,5,5,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,3,3,4,4,3,4,5,4,4,4,4,4,16,4.0
957,20227,male,78,1.0,0,11.0,2,1,3,3,1,1,5,5,5,5,3,4,5,5,5,5,5,5,4,4,5,5,2,2,3,2,2,2,3,5,5,5,5,3,4,4,4,3,3,3,4,3,4,16,4.0
958,20228,male,77,1.0,0,10.0,2,2,3,2,1,2,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
959,20229,male,77,3.0,1,8.0,1,3,4,2,0,4,5,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,3,5,3,3,19,4.75
960,20230,female,77,1.0,1,11.0,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,4,4,4,4,4,3,2,3,2,2,16,4.0
961,20231,female,77,1.0,1,8.0,1,2,2,2,0,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,3,3,18,4.5
962,20232,female,77,1.0,0,11.0,1,3,3,2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,19,4.75
963,20233,female,77,1.0,1,12.0,1,1,3,3,1,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,19,4.75
964,20234,male,78,1.0,0,11.0,1,2,3,3,1,3,4,5,3,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,3,4,4,15,3.75
965,20235,male,78,1.0,0,13.0,1,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,1,4,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,20,5.0
966,20236,male,77,1.0,1,13.0,1,1,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
967,20237,male,77,1.0,0,13.0,2,1,3,2,1,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,4,3,3,2,3,3,3,3,4,2,5,2,4,3,3,3,3,2,2,2,2,15,3.75
968,20238,male,78,2.0,0,9.0,2,2,4,2,1,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,2,1,2,3,4,4,4,4,3,3,3,3,4,3,3,3,3,16,4.0
969,20239,female,78,1.0,0,13.0,2,2,3,2,1,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,3,5,3,3,5,4,4,4,5,5,3,5,4,3,3,3,3,4,5,5,4,4,20,5.0
970,20240,male,78,2.0,0,10.0,1,3,3,2,1,3,4,5,5,4,4,4,2,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,5,5,4,5,4,4,4,3,3,4,3,3,4,4,17,4.25
971,20241,male,78,1.0,0,5.0,2,1,4,2,0,3,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,4,3,14,3.5
972,20242,male,78,1.0,1,3.0,1,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,20,5.0
973,20243,female,78,2.0,0,8.0,1,1,3,3,0,1,3,3,3,2,3,3,4,4,3,3,4,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,5,4,3,3,4,3,4,4,3,3,10,2.5
974,20244,male,78,1.0,0,6.0,2,1,3,2,0,3,5,5,3,3,3,5,3,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,3,5,5,4,4,4,4,5,5,5,4,5,4,3,5,16,4.0
975,20245,male,78,3.0,1,9.0,1,1,4,3,1,2,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,2,2,1,1,3,4,2,3,4,5,4,5,4,4,4,4,4,3,4,4,4,5,13,3.25
976,20246,male,77,1.0,1,12.0,2,1,5,2,1,4,5,5,4,5,5,5,4,5,4,4,3,4,3,4,5,4,3,4,5,5,5,4,5,4,5,3,5,4,4,5,5,4,5,4,4,3,3,18,4.5
977,20247,male,78,2.0,1,9.0,2,2,5,2,1,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,15,3.75
978,20248,female,78,1.0,1,9.0,1,2,1,3,1,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,15,3.75
979,20249,male,77,1.0,0,6.0,2,1,4,4,1,4,4,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,4,17,4.25
980,20250,female,78,1.0,1,14.0,1,2,3,3,1,3,4,5,4,3,3,3,3,4,5,4,4,3,4,4,2,2,4,2,3,3,2,3,3,3,4,3,5,4,4,3,2,4,3,2,2,3,3,16,4.0
981,20251,female,78,2.0,1,13.0,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,12,3.0
982,20252,male,77,1.0,1,7.0,1,2,3,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,16,4.0
983,20253,female,75,1.0,1,10.0,1,2,4,3,1,4,4,4,4,5,5,5,5,3,3,4,4,3,4,4,4,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
984,20254,male,78,3.0,0,8.0,2,1,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,3,3,16,4.0
985,20255,male,77,1.0,1,10.0,1,1,3,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,18,4.5
986,20256,female,77,1.0,1,7.0,1,1,4,3,1,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,17,4.25
987,20257,male,77,1.0,0,10.0,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,16,4.0
988,20258,male,77,1.0,0,9.0,2,2,2,2,1,3,5,5,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,16,4.0
989,20259,female,77,1.0,1,8.0,1,2,5,2,0,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,18,4.5
990,20260,male,77,1.0,1,8.0,3,1,3,2,0,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,3,3,4,4,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,16,4.0
991,20261,male,78,1.0,0,8.0,2,2,3,3,1,3,3,4,4,4,4,4,4,4,3,3,4,4,3,5,4,3,3,4,5,4,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,4,14,3.5
992,20262,male,77,1.0,0,8.0,2,2,3,2,1,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,16,4.0
993,20263,male,78,1.0,0,10.0,3,2,3,2,1,2,3,3,3,2,2,2,2,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,11,2.75
994,20264,male,78,3.0,1,8.0,1,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5.0
995,20265,female,77,1.0,0,3.0,2,1,2,3,0,4,5,5,4,3,3,3,3,4,4,5,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,5,5,5,3,3,3,3,3,18,4.5
996,20266,male,77,1.0,0,5.0,1,1,5,2,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,10,2.5
997,20267,male,77,1.0,0,10.0,3,2,3,2,0,1,2,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,10,2.5
998,20268,female,78,1.0,0,15.0,3,1,2,2,1,4,5,5,4,5,5,5,5,4,3,4,5,5,5,5,3,2,4,5,5,4,4,3,4,4,4,3,4,4,5,4,4,5,5,3,4,3,4,18,4.5
999,20269,female,77,1.0,0,4.0,2,3,3,2,0,3,3,3,4,3,4,2,4,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,3,5,4,4,4,3,4,3,4,4,3,4,5,13,3.25
1000,20270,male,77,1.0,0,10.0,2,1,4,3,1,4,4,4,4,3,3,3,3,4,4,5,5,3,3,5,5,3,3,3,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,16,4.0
1001,20271,male,78,1.0,0,0.0,3,1,2,2,1,5,5,5,5,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,3,4,4,3,3,5,5,4,4,20,5.0
1002,20272,male,78,1.0,0,6.0,2,2,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4,16,4.0
1003,20273,male,78,1.0,0,10.0,2,1,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,4,3,16,4.0
1004,20274,male,77,1.0,0,10.0,2,3,5,2,1,5,5,5,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,4.5
1005,20275,male,78,1.0,0,0.0,3,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1006,20276,female,74,1.0,0,10.0,3,3,4,4,1,2,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,3.25
1007,20277,male,78,2.0,0,9.0,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1008,20278,male,78,1.0,0,0.0,3,3,6,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
1009,20279,female,78,2.0,0,10.0,2,99,3,3,1,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,3,4,3,3,4,4,5,3,4,3,4,3,3,4,3,3,3,16,4.0
1010,20280,female,77,1.0,0,10.0,3,99,4,99,0,4,4,3,3,4,4,4,4,5,3,5,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,5,4,4,4,3,3,4,4,3,3,3,14,3.5
1011,20281,female,78,1.0,0,8.0,2,3,5,3,0,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,15,3.75
1012,20282,female,78,2.0,0,7.0,2,2,5,3,1,4,4,5,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,17,4.25
1013,20283,male,78,1.0,0,8.0,2,2,4,4,0,3,4,4,3,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,4,3,3,3,4,14,3.5
1014,20284,male,77,1.0,0,0.0,3,3,2,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1015,20285,female,76,1.0,0,5.0,2,1,3,2,1,1,3,4,2,3,3,3,3,4,4,3,4,4,5,5,5,3,3,3,3,4,4,4,4,3,4,3,5,4,4,4,4,3,3,3,4,3,4,10,2.5
1016,20286,male,77,1.0,0,7.0,2,2,2,2,1,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,5,5,5,5,4,4,4,4,4,4,3,3,3,3,13,3.25
1017,20287,female,78,1.0,0,10.0,3,3,4,3,1,3,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,16,4.0
1018,20288,male,77,3.0,0,0.0,2,2,4,2,1,4,4,4,4,4,4,4,3,3,3,4,5,4,4,4,4,3,3,4,3,3,2,2,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,16,4.0
1019,20289,female,78,1.0,1,10.0,1,3,3,4,0,4,5,5,5,4,4,5,5,3,4,5,4,4,4,4,3,4,3,3,3,4,4,3,3,4,5,5,5,5,5,4,5,4,3,4,5,3,4,19,4.75
1020,20290,male,77,1.0,1,10.0,3,1,4,3,1,2,4,5,3,3,4,3,3,4,5,5,5,4,4,4,4,4,4,3,4,4,4,5,3,5,3,4,5,3,4,3,4,3,3,3,4,3,4,14,3.5
1021,20291,male,78,,0,9.0,2,2,3,2,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4,4,3,3,15,3.75
1022,20292,male,77,3.0,0,10.0,2,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,3.75
1023,20293,male,78,2.0,0,3.0,3,2,3,2,0,2,4,4,3,3,4,3,3,4,4,3,3,3,2,3,3,2,2,3,3,3,2,3,4,3,3,3,3,2,2,2,3,2,2,2,3,3,3,13,3.25
1024,20294,male,77,1.0,0,10.0,3,3,5,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,3,4,4,16,4.0
1025,20295,male,78,1.0,0,0.0,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,3.0
1026,20296,female,77,1.0,0,6.0,3,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4.0
